#Run,conv1_block,base_filter_num,conv1_kernel,conv2_kernel,dense_size,drop,batch_size,learning_rate,avg_loss_validation,avg_accuracy_validation
273,3,48,31,14,88,0.4864598624826704,4,0.00019966424501097934,0.29200805551966524,0.8641975325812038
274,5,12,14,10,7,0.22496824503463447,64,0.10186101701559752,3.660129948408025,0.09876543212942626
275,6,38,37,18,59,0.4470841570774795,8,0.7225349491787214,14.52618443524396,0.09876543212942626
276,5,46,13,45,60,0.4438959353514222,4,0.004281851798652416,0.3826502064250624,0.8353909482190638
277,5,15,12,43,91,0.8998225231323785,32,0.0008431909292866259,2.4195410871701966,0.12757201658354866
278,1,11,48,30,87,0.781718470904189,4,0.00034319071974590426,0.8806676800849507,0.6337448581746576
279,1,23,12,49,96,0.20515817828518262,8,0.6742622241778342,14.52618443524396,0.09876543212942626
280,3,47,7,22,93,0.49425182299308523,64,2.4231727942376007,14.0618772742189,0.12757201658354866
281,1,18,29,18,40,0.7774116092817366,16,5.555776222398878,15.18948065989302,0.05761316872427984
282,5,40,20,24,26,0.8835869806871879,64,0.5804485942768978,2.429063256385395,0.12757201658354866
283,5,21,4,26,23,0.2660338905159914,16,0.0017629753752872058,0.46497526703548037,0.8106995889679395
284,4,19,17,26,100,0.11422152535050649,64,0.0004174655289253135,0.328754728345714,0.8559670786798736
285,5,12,15,46,40,0.10394594324724532,64,0.13904108340900698,2.1374242580476612,0.24691358098277338
286,4,2,28,19,74,0.5432677992995574,64,0.0004079534503452449,2.3049039085215504,0.22222222295808203
287,3,50,25,47,93,0.6475916251302904,4,0.4203621683844714,2.5059241914945374,0.09876543283462524
288,4,43,23,21,18,0.4935387935293403,4,0.04193943955667186,1.9830990588223492,0.16872428057125075
289,5,20,35,28,65,0.6857455057092677,4,0.17109339072690152,2.421291630945088,0.12757201658354866
290,1,2,22,4,24,0.39631311404478065,8,0.0024343688735431104,1.1851596520761403,0.4814814795191886
291,2,32,33,32,44,0.18043579565683335,8,0.00022664980792736928,0.3064340069092841,0.8518518535688581
292,4,7,44,15,29,0.823655247616745,16,0.10915359353313911,1.6922863613921428,0.3004115233696047
293,4,42,13,49,69,0.11743873096811872,16,0.0004962444877628913,0.3787300114523727,0.8683127589186523
294,3,21,17,29,53,0.8685071373208861,64,0.2105345242766706,2.2085618923720998,0.15226337454691835
295,1,25,44,20,67,0.21302769079253897,64,0.25609931002584596,1.8631824053854609,0.1934156379827256
296,6,5,36,30,94,0.054975413263845786,8,0.000312964801067075,0.5688827311305843,0.7407407395143077
297,5,17,13,22,54,0.13332661604846888,8,0.2840883690183304,2.4218779238163197,0.12757201658354866
298,2,16,25,38,18,0.3001675717265959,4,1.2419213527017847,15.189480754083077,0.05761316875494066
299,4,47,37,11,85,0.12538189417089188,8,1.754867149648152,14.393525445412216,0.1069958848349842
300,5,30,18,22,90,0.6077384496171929,8,0.0046953900106800625,0.6617728887516775,0.7242798346550867
301,4,14,23,17,81,0.32615172960898875,16,0.0011777987011971193,0.3225658875679283,0.8724279823126616
302,5,47,30,40,42,0.16703681750053023,16,0.04005000757873611,1.1806385340514007,0.580246911617954
303,2,36,19,8,78,0.5106930698843366,4,0.000278898029238044,0.48144759648621327,0.7983539099555937
304,1,5,21,10,38,0.1499360527383717,16,0.7566218500481054,13.730229652467578,0.1481481482094698
305,5,30,29,12,60,0.2544889002227118,16,0.051016153147498335,0.9672799924764123,0.5967078169677483
306,2,23,17,5,68,0.10536475172031301,8,0.09839952296278226,1.8459057616598813,0.28806584313082595
307,6,39,30,22,33,0.18071359846796212,32,0.28738126918510665,2.4150526199811773,0.12757201658354866
308,4,23,16,4,25,0.5006153018691228,4,0.5172657387216019,2.5034832738554527,0.09876543212942626
309,4,34,24,3,51,0.5291814621278698,16,0.009704808877380306,0.3450552886773529,0.8395061745565124
310,3,20,25,42,39,0.2941985605578573,32,3.503842245290676,13.730229652467578,0.1481481482094698
311,3,45,13,23,24,0.007504047181609119,64,0.00021643890860640203,0.575501207093643,0.8559670799063066
312,2,42,5,14,77,0.22125303251871195,16,0.30795587129142266,2.380518420733542,0.16872427934481773
313,6,26,17,33,39,0.0879065542289333,16,0.009593608287093146,1.336899414229295,0.5514403272558142
314,4,18,48,18,31,0.6218710431860525,8,0.05404216420705915,1.4568969835469752,0.31275720238195037
315,2,34,7,18,60,0.3783271509650158,4,0.09505565920101192,2.4269427939206976,0.12757201658354866
316,5,30,2,34,13,0.5502782193149943,16,0.5293266058360562,2.437624011020111,0.1481481482094698
317,6,8,10,2,40,0.11572011744059756,32,2.0860240892485047,14.526184588302801,0.09876543283462524
318,6,26,9,10,72,0.5446867717557028,32,0.015388177500383463,2.948544540523011,0.24691358036955688
319,1,3,18,2,30,0.04397529152977584,32,2.45126006203334,14.0618772742189,0.12757201658354866
320,3,23,45,39,31,0.6244892333842753,32,0.0014831025143361043,0.6129209759794636,0.7201646095440711
321,2,32,21,21,37,0.41475541799885157,16,9.440064789417603,14.0618772742189,0.12757201658354866
322,4,21,10,8,18,0.693066171961265,4,1.4261137071941299,13.730229652467578,0.1481481482094698
323,2,46,19,3,75,0.208125052046339,16,0.005148867450137497,0.5616977602979283,0.7860082292262419
324,6,27,15,13,53,0.6234967307252209,8,0.7479522515621821,14.52618443524396,0.09876543212942626
325,1,46,46,28,98,0.6876470604930803,8,0.0012621213145225473,0.3237838644243072,0.8683127589186523
326,5,14,15,34,85,0.04249929061856955,32,0.22822244741868986,2.228499589142976,0.19753086493339067
327,5,11,44,15,62,0.7828969100539979,64,0.002001249798969037,1.2002434897324676,0.4444444453029476
328,6,23,2,13,78,0.452505530623884,8,0.6742622241778342,13.730229652467578,0.1481481482094698
329,2,26,41,17,25,0.012162844431446508,8,0.29408201705870635,2.4402466075410567,0.12757201658354866
330,2,27,11,38,44,0.6891423635133915,4,0.09954008287621519,2.2466834847328596,0.22222222173164902
331,4,38,12,5,20,0.04637605342550129,8,0.0077963601304052365,0.37776299559898335,0.843621400893961
332,2,8,40,4,43,0.2542572709442379,8,3.9774030240580367,15.189480754083077,0.05761316875494066
333,4,44,22,28,80,0.15582526827004545,64,1.7148819698705409,14.0618772742189,0.12757201658354866
334,1,18,15,32,18,0.7861056095113254,32,0.00263889081445751,0.7830144664878217,0.6625514425367975
335,6,18,20,41,71,0.7756822496554573,16,0.6078323128297229,2.450249859335001,0.12757201658354866
336,6,23,12,12,94,0.7912343663851524,4,0.029680586086656024,2.2948617366115744,0.1604938272218155
337,6,40,12,16,58,0.899619968101824,64,0.00019737643263002553,2.471180862850613,0.12757201658354866
338,5,43,22,10,87,0.8740411886789045,8,0.0007959777002314986,2.4445275141869063,0.12757201658354866
339,4,42,45,50,92,0.7754071576702168,4,0.0002821307675939471,0.5137273026591956,0.777777778268351
340,2,10,47,12,64,0.1710916727370764,8,0.34161232685855286,2.4434801737467446,0.12757201658354866
341,5,22,49,13,37,0.2418173724488891,64,0.01294529978227916,2.377123397073628,0.16872427885424454
342,5,26,4,37,57,0.8145058904990035,8,0.0035608325526292777,2.583740472793579,0.037037037037037035
343,6,37,38,43,45,0.23216166642917,64,0.016874356777273756,2.7058131518187345,0.09876543212942626
344,6,7,20,13,13,0.09374518745423348,64,8.608647696149244,14.526184588302801,0.09876543283462524
345,4,26,44,41,22,0.7307414080266613,16,0.10544427935261684,1.8612474163863884,0.2839506163028042
346,6,50,21,23,38,0.2719544749389669,4,0.03959110266468459,1.9963614410824246,0.1481481482094698
347,5,21,7,38,27,0.5980674545682245,4,0.008354528058382871,0.6426878744437371,0.7572016478075412
348,6,32,40,10,53,0.3018950438670772,16,0.002001249798969037,0.3019524859609427,0.8600823062437551
349,6,2,47,2,41,0.68419726601022,4,0.008164167604921472,1.4465474989188551,0.40329218131524547
350,2,4,40,10,78,0.458241735640821,8,5.305480525369574,14.0618772742189,0.12757201658354866
351,5,41,21,37,84,0.5724636187131086,8,0.0939664831495469,2.0166435820575606,0.16460905355926403
352,3,14,43,37,87,0.6534342383417434,4,0.0017629753752872058,0.46946819132738155,0.8065843609134846
353,1,37,22,15,82,0.7144888521581936,32,3.2322839781813806,14.260866286823289,0.11522633750988132
354,3,47,4,32,98,0.09519417910410569,4,0.00021150728248687948,0.4095924685521381,0.7942386836181452
355,6,15,7,48,45,0.19792762796226,16,0.15072253093107554,2.129397891676475,0.2222222212410758
356,6,43,15,4,82,0.40116190892511977,16,0.0007689283720758313,0.47342625763190627,0.7448559675687625
357,5,15,15,3,12,0.4797613022911041,32,0.00017999285067824765,1.9342534267362743,0.42386831373834805
358,3,49,10,21,65,0.17593799492103318,16,0.0070282442643083524,0.1966717662634673,0.9341563803178293
359,4,22,35,32,56,0.6044138625505763,8,0.0005967271195973311,0.5970154990875182,0.7530864202436597
360,3,11,34,44,74,0.45357181746316316,4,4.1173199311616795,15.18948065989302,0.05761316872427984
361,1,33,2,26,92,0.4575968519799667,8,0.017467962151272456,0.7121639066517599,0.7366255148938654
362,3,48,41,5,34,0.46441664134620075,4,0.12826498305280598,2.424383050620311,0.1069958848349842
363,6,36,19,36,30,0.6034934535448764,64,0.001722805447131394,0.3308028346349182,0.8559670799063066
364,1,48,22,45,51,0.3789924228248592,16,0.0837380653526649,1.2166963989842576,0.41152263349956936
365,3,38,28,37,25,0.44175021162998357,32,0.0001288576213185518,0.6530415580105879,0.7572016465811082
366,1,34,37,27,40,0.48811663392720833,64,0.000872852662384838,0.6740100148283406,0.6831275712806011
367,4,46,14,32,28,0.508250088854166,32,0.00016414029711444664,1.120524048069377,0.6872427988444827
368,5,3,13,34,21,0.4315651831583918,4,0.0006394488428556943,2.446153861505014,0.12757201658354866
369,4,2,8,43,86,0.6101127653361056,64,0.00017188391428171455,2.424069336902948,0.12757201658354866
370,3,36,46,25,77,0.391384463408005,8,0.002119953457536071,0.2644476220624928,0.9053497959556893
371,4,7,42,30,10,0.3809940900176475,32,3.0866649433372744,14.393525445412216,0.1069958848349842
372,2,42,9,32,93,0.11921524129919756,8,0.08569055051268347,2.0257663687560785,0.22222222173164902
373,3,2,48,9,82,0.8747011236224647,4,0.017875255259042353,2.025762098806876,0.1481481482094698
374,1,27,9,41,61,0.20577282955124593,32,2.0860240892485047,14.393525445412216,0.1069958848349842
375,5,38,38,30,25,0.08026127744991367,16,0.003949995461220643,0.30236652839944195,0.897119341563786
376,6,40,23,12,21,0.5218632141859361,32,2.6572011053245066,14.0618772742189,0.12757201658354866
377,3,34,6,27,8,0.11737285357510864,64,0.8890965989529158,2.429198455418088,0.1481481482094698
378,6,10,34,15,59,0.3300657581029413,4,0.0012767507043192658,0.3899129037994416,0.8559670799063066
379,1,42,40,18,97,0.5616730417652687,4,0.0008932045998580969,0.5891224927127116,0.740740741231314
380,4,5,50,40,64,0.1332636627154191,64,0.00012447871461879063,1.3819397452436848,0.4814814807456217
381,6,44,3,28,89,0.16350450556743382,16,0.00017188391428171455,0.5381572175418399,0.7654320992560053
382,2,19,36,4,84,0.2203202369994336,32,0.7653919388230148,14.260866286823289,0.11522633750988132
383,1,8,41,4,53,0.035512695719402125,16,0.004232789065573553,0.32550807752543026,0.8847736642684465
384,1,19,22,2,44,0.3695511006481759,32,0.023033628731421313,0.5834357667361758,0.7777777799853572
385,6,28,31,48,32,0.47489138167885275,16,5.88531577519145,14.0618772742189,0.12757201658354866
386,3,17,13,15,86,0.8307088624892064,8,0.0837380653526649,2.144680991584872,0.1851851853078285
387,4,14,37,41,42,0.4319604598945498,4,0.03292437333007769,1.3178044140584184,0.36625514427820843
388,4,29,26,27,38,0.5271618340741563,8,0.0023516428844943486,0.5784796683631316,0.7325102902734231
389,5,40,3,40,36,0.21671619581764698,8,0.0074451229107951435,0.31553896366323464,0.8641975325812038
390,1,6,5,20,8,0.8960486928870244,8,0.049853734638738934,1.872670771163187,0.24691357975634037
391,6,26,2,2,51,0.8106666513715204,8,0.04145888496832911,2.443684967457022,0.12757201658354866
392,4,16,18,25,40,0.43029289726745984,32,0.11299339380332217,1.185738301816791,0.46913580332763893
393,3,28,29,23,14,0.17670844749696527,16,0.008164167604921472,0.8065084439736826,0.6502057605810126
394,3,37,4,46,5,0.5176844881100109,8,0.005454271305329836,0.614776073659889,0.7037037024772707
395,1,41,42,31,20,0.0921928751455333,64,1.9243509752303323,2.467992267490905,0.1481481482094698
396,3,47,32,30,39,0.693048865674669,4,0.08089243486805939,2.412223538253533,0.1481481482094698
397,6,47,41,29,85,0.42948616035994625,4,1.4261137071941299,14.0618772742189,0.12757201658354866
398,3,6,19,39,49,0.42359776178254177,4,0.030024617090855493,1.021794991238127,0.5679012326056084
399,6,41,36,16,11,0.14688268291465564,8,0.09077326525210223,2.7400054647108165,0.1604938272218155
400,1,47,37,17,54,0.3058688118190965,64,1.6758078645307688,14.526184588302801,0.09876543283462524
401,1,22,13,21,14,0.15042132149250195,64,0.12826498305280598,3.0178419277991777,0.3127572006649441
402,6,28,12,27,62,0.3549744523313076,32,0.27128978003724674,2.415404165723196,0.12757201658354866
403,6,50,21,41,38,0.4166838839586806,16,0.5416686911033152,2.432392770861402,0.1481481482094698
404,5,42,37,11,14,0.3949263140100002,16,0.01706994934038408,0.5147196132950331,0.8230452662632789
405,1,33,8,24,96,0.8386717791787293,4,0.006483534286054727,0.6935075046839537,0.7325102868394106
406,4,38,33,21,5,0.6949814558503532,32,0.00011887076977119033,2.011918664959723,0.2633744846155614
407,1,38,17,7,90,0.7805323179914787,16,0.18979216428391013,2.049065591376505,0.18930041225849356
408,6,33,35,21,36,0.1049469819603569,4,1.4933932161242534,14.52618443524396,0.09876543212942626
409,5,18,16,47,84,0.1097701361184789,32,2.719157943036019,14.0618772742189,0.12757201658354866
410,3,46,3,44,12,0.5711925359583528,8,1.0815187025522892,2.544371219328892,0.1481481482094698
411,5,49,38,12,39,0.8889867307234565,8,2.6267541037238384,15.52112861915871,0.037037037037037035
412,6,35,15,17,84,0.7075384907051346,8,0.0008052039670825478,0.9131814567640485,0.5843621391818357
413,6,47,24,7,94,0.3402704550668119,64,0.015388177500383463,2.6648500358126292,0.09876543212942626
414,1,6,27,33,64,0.32761451494550614,16,0.001321664183946605,0.48644167460777143,0.8065843609134846
415,6,28,10,30,62,0.6724551200839921,4,2.314005380130654,14.52618443524396,0.09876543212942626
416,1,15,42,34,5,0.8299437557995104,32,0.08768856094587427,2.408575856636581,0.12757201658354866
417,3,5,10,20,47,0.816936276745501,4,3.669142378402494,15.454799228244358,0.0411522633744856
418,4,35,25,10,18,0.01865654229759085,16,0.0001216424293857368,0.3280886756294549,0.917695474968035
419,3,22,48,4,87,0.21101517995721664,32,0.00011092898648952228,0.6970244083139632,0.6543209886354674
420,4,3,4,15,44,0.6063920176711468,8,0.04291732378422158,1.744678546371774,0.22222222234486552
421,5,13,46,50,52,0.45060622094443953,8,0.00039865810735804387,0.42542439570397506,0.8024691362930424
422,4,32,48,3,32,0.14151544588718462,8,0.0015710723892474504,0.3162881081364282,0.8765432115935494
423,5,37,35,32,55,0.12876239071511977,16,0.013400688963639508,0.510127552497534,0.8312757194287492
424,6,46,19,20,85,0.15248558776109755,8,0.3338285864731761,2.4597424901561973,0.09876543212942626
425,5,45,31,18,12,0.27617554857364823,32,2.47967289250216,14.260866286823289,0.11522633750988132
426,5,4,42,8,11,0.6414488656906201,8,5.366976945540476,14.526184588302801,0.09876543283462524
427,5,8,43,34,64,0.7258908838067074,4,0.0008052039670825478,2.3716129883817194,0.20576131693374963
428,1,28,26,19,99,0.2392527020553423,4,9.660174799522645,14.260866286823289,0.11522633750988132
429,3,32,44,36,36,0.16826314927411717,16,0.18979216428391013,2.02415961198846,0.17695473263293138
430,4,20,37,10,86,0.42317086087246064,8,0.00012738113231864785,0.5309234842842008,0.7572016482981144
431,1,6,40,34,89,0.3605707918158698,32,0.015746977146430866,0.7575772955339142,0.691358023464925
432,5,15,29,14,34,0.4066204879422589,64,0.2502640096417919,2.323267431416139,0.17695473201971484
433,1,40,3,30,72,0.17415614954175643,16,1.9023011886689458,13.730229652467578,0.1481481482094698
434,2,40,49,29,52,0.38840920060953776,64,0.0001303512244681509,0.7866137248498423,0.7654320992560053
435,2,25,47,23,65,0.352247436115145,4,0.0027004207188377725,0.31815444613680427,0.8600823062437551
436,3,42,44,6,52,0.8491380846672505,8,0.00013339056900390586,1.3141524526807997,0.37448559633988904
437,1,17,12,26,52,0.6705270430476279,8,0.0005317723177850966,0.5846663901099453,0.7448559675687625
438,4,29,18,17,76,0.6677937575061038,4,0.6008675891719687,14.52618443524396,0.09876543212942626
439,3,33,22,22,62,0.8494291483258778,8,0.02555097090352507,1.1984032512692266,0.44032921614470305
440,5,6,30,39,20,0.12290433366002992,8,3.2322839781813806,14.0618772742189,0.12757201658354866
441,1,33,26,27,70,0.8975986263740717,32,0.25609931002584596,2.4229590971283463,0.1481481482094698
442,1,23,12,37,56,0.6384939191260546,8,0.16527920614648955,2.0206123178387867,0.20576131699507128
443,5,28,24,27,67,0.1478691699910973,16,0.01871855294965579,0.8267315346517681,0.609053495980094
444,2,12,40,44,80,0.6784614358591179,4,0.004804870439655134,0.6950214252550415,0.6707818922682555
445,5,27,2,14,82,0.33540754248808746,32,6.162966255132942,14.0618772742189,0.12757201658354866
446,5,12,21,38,85,0.23713887699197164,4,0.010399609139541204,0.4025843989088702,0.8230452692067182
447,5,42,42,49,42,0.3998113247453244,8,3.051297017182871,13.730229652467578,0.1481481482094698
448,5,11,47,23,49,0.026134968033699846,64,0.0008335293965098195,0.688168655329771,0.7818930028887933
449,3,24,13,7,21,0.8273213446216564,64,5.305480525369574,13.730229652467578,0.1481481482094698
450,1,38,34,10,25,0.693551124903918,4,0.013095350204826677,0.7553218675493704,0.6831275725070342
451,5,2,7,14,80,0.8770308280202651,4,0.08470868266557402,2.4152578532450484,0.12757201658354866
452,3,6,5,21,46,0.7761233843363088,4,6.836516004510239,14.52618443524396,0.09876543212942626
453,4,38,32,10,80,0.27479649313006527,16,4.165044248545185,14.52618443524396,0.09876543212942626
454,5,42,28,49,25,0.8930737318952394,32,0.04242556430717777,1.4807041127985887,0.24691357987898369
455,4,19,43,7,30,0.6053715478371419,8,0.0061204983724767025,0.3972027740851351,0.8395061745565124
456,4,2,40,2,77,0.44044162552948474,16,0.20573743134329137,2.027909005129779,0.26748971205679967
457,2,15,9,2,21,0.33298929672265126,32,0.8201889499202203,2.434258837758759,0.09876543283462524
458,5,10,28,37,67,0.27289661527489867,4,0.00013808297652180923,1.076045780760761,0.5637860074945928
459,1,45,49,40,42,0.6610667987368051,8,4.3115619903182285,13.730229652467578,0.1481481482094698
460,4,8,26,43,26,0.6994290395842202,32,0.00016414029711444664,2.5558063787687955,0.05761316872427984
461,4,11,32,45,87,0.6406128177635262,16,2.47967289250216,14.0618772742189,0.12757201658354866
462,6,18,25,20,51,0.8893254639601411,8,0.4827070965603183,2.4640798264570196,0.12757201658354866
463,4,17,22,26,43,0.020524918931276236,8,0.012796968682159416,0.35995111617531794,0.8765432115935494
464,6,5,24,31,81,0.8810931590694109,32,0.12390621569479156,2.410474447556484,0.1481481482094698
465,3,43,9,39,82,0.3288734812264387,4,4.620241371751313,14.0618772742189,0.12757201658354866
466,5,37,17,28,75,0.2867631523281057,4,0.0007175560918936928,0.4063899378472395,0.8312757218816152
467,2,21,29,38,34,0.07039304932862721,16,0.0007012063589007184,0.25569875035511613,0.8765432115935494
468,1,9,31,11,31,0.13995437636301666,64,0.02029118018046678,0.8307324115631511,0.7201646095440711
469,4,8,5,4,16,0.08572635119472816,32,2.0621218039991445,15.05682119518641,0.06584362142983778
470,1,18,21,43,37,0.39973186309929437,32,0.12108297502320395,2.5621318591474997,0.341563785027084
471,3,37,17,25,84,0.07987086272515848,8,0.27128978003724674,2.4235002121317044,0.1481481482094698
472,1,50,38,19,62,0.22472414360353996,8,0.00025433457613046484,0.5883241690725947,0.6831275742240404
473,5,35,45,42,44,0.4385131222411823,8,5.008407989848212,14.52618443524396,0.09876543212942626
474,1,19,30,11,29,0.03986741680221743,64,0.003247218492073129,0.8304369740280104,0.6831275707900278
475,4,37,50,4,77,0.45926080330020547,8,0.29749075472144404,2.4245122214894237,0.1481481482094698
476,5,24,33,22,20,0.4118813430199895,4,0.006868103588995308,0.40665044718318516,0.8353909482190638
477,6,27,6,20,94,0.6183136867663577,4,0.0009140310748756232,1.6999449729919434,0.30041152165259843
478,2,28,47,23,99,0.0673776376442,4,0.0007959777002314986,0.302083688324371,0.8559670799063066
479,1,2,50,34,95,0.8422854965559854,16,0.0012621213145225473,1.594179085252707,0.2757201636279071
480,4,32,35,27,48,0.5748221526547395,8,0.10790287915161836,2.2368018401503074,0.1481481482094698
481,4,27,37,31,96,0.8288110180410877,4,0.03408258547423452,1.5285894978684162,0.39094650168968326
482,2,10,24,47,81,0.24732881062621134,32,0.00029544079988803797,0.37760932050614693,0.8683127589186523
483,1,3,3,38,65,0.010803828037541463,4,0.11969557023590428,2.431447629575376,0.1481481482094698
484,5,13,22,50,40,0.7675651867684403,16,0.05404216420705915,2.708054444426862,0.1152263374792205
485,6,49,32,42,61,0.5498454781527524,16,0.013400688963639508,0.4051883053877717,0.8312757218816152
486,6,6,14,22,75,0.771749766442834,64,0.1006938631476027,1.993004032123236,0.20987654333251984
487,3,7,41,28,31,0.19736063479398905,32,0.697981390783066,2.4536804544582287,0.1481481482094698
488,6,16,4,24,96,0.5572386674928081,16,0.0001288576213185518,1.9514713110747162,0.255144033044454
489,6,6,15,50,51,0.14212194452133695,64,0.044427067496068826,4.108232442243599,0.1481481482094698
490,5,41,10,18,68,0.043150809297591755,4,0.001978318882784164,0.3892418595007908,0.8395061745565124
491,4,47,36,21,72,0.6124057186838099,8,0.05791122647641758,1.6800701770272275,0.33333333235218693
492,4,48,12,40,52,0.7397628882565424,8,0.024968784288843266,1.3284665032178777,0.5102880668247678
493,5,30,11,40,71,0.4047697447472701,8,1.5819734815786015,13.730229652467578,0.1481481482094698
494,6,29,19,29,48,0.14435176977035338,64,7.671581176779302,14.0618772742189,0.12757201658354866
495,6,9,20,5,49,0.5126098080287678,16,0.07814350607844542,1.5251795225182678,0.34979423892841416
496,6,29,3,50,65,0.018207216882896515,4,0.5293266058360562,14.393525445412216,0.1069958848349842
497,1,3,20,3,61,0.1451745735740383,64,1.3618652367560828,14.393525445412216,0.1069958848349842
498,2,47,43,19,10,0.19410684592641797,4,0.04291732378422158,1.495486179006443,0.33744855918020866
499,2,23,4,22,81,0.3522513999224289,8,0.0005504789807854967,0.3418334499921328,0.8600823062437551
500,6,40,46,39,62,0.5689529603378007,8,0.051607487103859075,1.7113958474539925,0.2839506175292372
501,2,46,34,11,60,0.7053855887804217,16,0.26818126094530154,2.4098042764781433,0.12757201658354866
502,4,20,16,7,47,0.11089575713228016,8,0.004232789065573553,0.4140319548884537,0.8353909452756246
503,4,27,35,24,74,0.05802932752233652,4,3.754694224073337,15.18948065989302,0.05761316872427984
504,3,45,35,45,29,0.47326303692491606,64,0.055302242561929005,1.2233850997661857,0.5761316882239448
505,3,3,9,6,41,0.1726740874876219,64,0.01915500555573528,1.5110652628258914,0.32921810711852806
506,1,9,27,16,41,0.8210934787410823,64,1.0815187025522892,14.52618443524396,0.09876543212942626
507,6,24,12,21,28,0.6166517139727284,16,0.0004032789982193705,1.8130269423433782,0.34979423770198115
508,3,42,44,44,27,0.30499779808021943,32,3.6271002523306484,13.730229652467578,0.1481481482094698
509,3,14,46,5,45,0.5586196799297012,16,2.1594061521035677,15.454799228244358,0.0411522633744856
510,3,50,29,43,74,0.737458050068915,16,0.19874595495809838,2.396227504981398,0.1481481482094698
511,6,27,47,31,81,0.3332153496931112,32,0.04291732378422158,2.2403479917549793,0.40740740826591054
512,6,25,30,38,56,0.06472806628637118,16,3.798215306190736,15.388469405625584,0.04526748974259498
513,1,42,33,22,56,0.7836709573275591,64,0.00018848434090337955,0.9386885982972605,0.6296296318372091
514,2,49,37,30,50,0.7063292039163115,16,0.011669898186171476,0.6607427321098469,0.6831275725070342
515,4,4,25,33,27,0.8872532492719006,32,0.0046953900106800625,2.253742908744655,0.18930041115470383
516,1,41,40,20,12,0.49320802356208326,8,0.00035119275304507276,0.412259790080565,0.8518518535688581
517,4,12,22,19,62,0.3314525643914982,8,1.6758078645307688,15.189480754083077,0.05761316875494066
518,1,35,39,28,60,0.5742745267581262,32,2.9476062551248585,14.526184588302801,0.09876543283462524
519,6,12,4,9,20,0.8105014845972056,16,0.001783410220710008,2.4457653922799194,0.12757201658354866
520,1,34,4,16,5,0.4698713720558537,16,0.04494202662119142,1.3261537625465865,0.3786008226773376
521,2,31,6,32,20,0.017331734021529887,4,0.03610418597173337,1.1662602169523515,0.4814814817267681
522,4,20,14,47,99,0.3237831777036674,16,0.004281851798652416,0.435154664479656,0.8395061745565124
523,5,12,6,50,18,0.08714418500274278,64,0.00024853948574297984,0.8866266573898096,0.7366255153844385
524,1,33,44,34,55,0.8278456507727205,16,0.018504070195423022,0.9126562716539014,0.6008230462486361
525,2,22,44,38,36,0.23288286107904066,4,0.07814350607844542,2.0165364457746593,0.2181069966206335
526,5,25,40,32,83,0.16294768834566953,8,1.056875971184805,13.730229652467578,0.1481481482094698
527,2,45,12,19,41,0.7162099125130125,4,3.0163343472591975,14.52618443524396,0.09876543212942626
528,5,33,19,4,94,0.3609222639274351,4,0.007618717702322999,0.4331523079440427,0.8065843638569239
529,1,42,5,23,47,0.5140190806638733,32,0.1730765534195726,1.3976517891197047,0.37448559633988904
530,6,47,3,16,28,0.38411373092401374,16,0.00010965792912678099,1.5959763198232455,0.42386831251191504
531,6,49,25,22,83,0.40243297292178165,4,2.8474391664672476,14.260866286823289,0.11522633750988132
532,1,46,35,46,63,0.2509091478055769,16,2.0621218039991445,14.0618772742189,0.12757201658354866
533,2,46,12,50,48,0.6896619434263203,32,0.0007689283720758313,0.4208622905943129,0.8477366260049765
534,3,26,48,19,45,0.00630268665107322,4,0.024399862972595502,0.6287842789059314,0.7325102902734231
535,6,14,26,46,67,0.4599120015516442,16,0.002995549334359813,0.28328783754949216,0.8683127589186523
536,2,25,28,12,69,0.04812163264530905,64,0.002995549334359813,0.3488704252512857,0.8765432115935494
537,2,11,46,24,29,0.4616217259090405,8,0.00010351779556301762,0.8822813173870981,0.6172839498814241
538,3,11,31,44,75,0.0016918164945294745,16,0.04760775230226368,0.862298702506862,0.695473253236386
539,1,26,24,11,24,0.4533952895914369,4,2.209756114795903,14.526184588302801,0.09876543283462524
540,5,31,5,37,86,0.07341105274901158,16,0.004749814803228504,0.4302326809967496,0.831275718938176
541,5,29,3,43,34,0.8719318255883473,8,0.46096044868284336,2.457481644281144,0.09876543212942626
542,6,36,10,23,52,0.1573562700205556,32,0.056591701632462424,2.5721549928924183,0.370370370615657
543,3,4,6,22,68,0.030031824387171623,8,4.41209286319119,14.52618443524396,0.09876543212942626
544,5,11,48,4,26,0.8170914335361575,4,0.002578762887593801,1.812442681426374,0.27160493729045854
545,4,18,41,3,46,0.6423472862008192,64,8.608647696149244,13.730229652467578,0.1481481482094698
546,3,49,13,42,94,0.718105742893679,64,0.16151326935030913,2.248501136960316,0.18518518524650684
547,6,48,40,5,93,0.4700228199038528,64,0.001783410220710008,1.1741475641972734,0.5473251021447986
548,2,45,22,32,11,0.0444096654942227,64,0.00013968351179887396,1.499728164555114,0.7983539082385875
549,3,43,23,36,5,0.6162217972110395,64,0.0010495932305582276,0.4720020603250574,0.8518518535688581
550,6,7,28,5,86,0.014610470811275157,64,3.4240061379714257,14.0618772742189,0.12757201658354866
551,3,10,22,24,80,0.4634710713913923,64,2.2612800663372794,13.730229652467578,0.1481481482094698
552,4,21,37,2,20,0.8037668173435308,8,0.05594325706169378,1.4352717747904145,0.25925925950454587
